mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_hairpin
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	696													
36	36	140	140	4.0	0	0	Chord	4/4	3	3	1		1	1	697										47			
36	36	140	140	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	698													
36	36	142	142	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	699													
36	36	140	140	2.0	0	0	Chord	4/4	4	2	1/2		1/2	1	700													
36	36	142	142	2.0	1/2	1/2	Chord	4/4	4	2	1/2		1/2	1	701													
37	37	144	144	0.0	0	0	Spanner	4/4	1	1	0														49			
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	702										49			
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	703										49			
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	704										49			
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	705													
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	706	-sa,												
37	37	144	144	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	707										48			
37	37	145	145	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	708										48			
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	709										48			
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	710													
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	711	-sa,												
37	37	144	144	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	712													
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	713													
37	37	145	145	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	714													
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	715													
37	37	146	146	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	716													
37	37	293/2	293/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p											
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	717			articStaccatoAbove										
37	37	147	147	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	718			articStaccatoAbove										
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	719			articStaccatoAbove										
37	37	144	144	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	720													
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	721													
37	37	145	145	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	722													
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	723													
37	37	146	146	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	724													
37	37	146	146	1.0	1/2	1/2	Chord	4/4	4	2	1/4		1/4	1	725													
38	38	297/2	297/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0						p											
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	726	dum									50			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	727													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	728	pen-												
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	729	-de-		ornamentTrill										
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	730	-bat,		ornamentTrill										
38	38	297/2	297/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0						p											
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	731	dum									51			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	732													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	733	pen-												
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	734	-de-		ornamentTrill										
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	735	-bat,		ornamentTrill										
38	38	148	148	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	736			articStaccatoBelow										
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	737										52			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	738													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	739			articStaccatoBelow										
38	38	150	150	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	740			articStaccatoAbove										
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	741			articStaccatoAbove										
38	38	151	151	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	742			articStaccatoAbove										
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	743			articStaccatoAbove										
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	744													
38	38	149	149	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	745													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	746													
38	38	150	150	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	747													
38	38	150	150	1.0	1/2	1/2	Chord	4/4	4	2	1/4		1/4	1	748													
39	39	305/2	305/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																	9
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	749	dum												9
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	750													9
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	751	pen-												9
39	39	154	154	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
39	39	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	752	-de-									53			
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	753										53			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	754													
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	755	-bat												
39	39	305/2	305/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	10
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	756	dum												10
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	757													10
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	758	pen-												10
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	759	-de-									54			10
39	39	309/2	309/2	0.0	5/8	5/8	Spanner	4/4	2	1	0														54			
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	760										54			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	761													
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	762	-bat												
39	39	152	152	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	763													
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	764										55			
39	39	153	153	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	765													
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	766													
39	39	154	154	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	767													
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	768										56			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	769										56			
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	770													
39	39	305/2	305/2	0.0	1/8	1/8	Spanner	4/4	4	1	0																	11
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	771													11
39	39	153	153	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	772													11
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	773													11
39	39	154	154	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	774													11
39	39	309/2	309/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						f											
39	39	309/2	309/2	0.0	5/8	5/8	Spanner	4/4	4	1	0																	
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	775										57			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	776										57			
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	777													
40	40	156	156	0.0	0	0	Spanner	4/4	1	1	0															16		
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	778	fi-									58	16		
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	779										58	16		
40	40	157	157	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	780											16		
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	781	-li-										16		
40	40	158	158	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	782	-us,												
40	40	156	156	0.0	0	0	Spanner	4/4	2	1	0															17		
40	40	156	156	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	783	fi-									59	17		
40	40	157	157	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	784											17		
40	40	631/4	631/4	0.0	7/16	7/16	Spanner	4/4	2	1	0																	
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	785	-li-												
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	786	-us,												
40	40	156	156	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	787													
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	788													
40	40	157	157	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	789													
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	790													
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	791			articStaccatoAbove										
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	792			articStaccatoAbove										
40	40	156	156	0.0	0	0	Spanner	4/4	4	1	0															18		
40	40	156	156	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	793											18		
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	794											18		
40	40	157	157	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	795											18		
40	40	315/2	315/2	0.0	3/8	3/8	Spanner	4/4	4	1	0																	
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	796													
40	40	158	158	0.0	1/2	1/2	Dynamic	4/4	4	1	0						other-dynamics											
40	40	158	158	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	797													
40	40	159	159	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	798													
41	41	321/2	321/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0						p											
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	799	do-									60			
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	800													
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	801	-lo-												
41	41	162	162	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	802	-ro-									61			
41	41	649/4	649/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	803													
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	804	-sa,												
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	805										62			
41	41	161	161	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	806										62			
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	807													
41	41	162	162	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	808													
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	809			articStaccatoAbove										
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	810			articStaccatoAbove										
41	41	321/2	321/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	811													
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	812													
41	41	160	160	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	813													
41	41	161	161	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	814													
41	41	162	162	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	815													
41	41	163	163	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	816													
42	42	329/2	329/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0						p											
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	817	la-									63			
42	42	165	165	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	818													
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	819	-cri-												
42	42	166	166	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	820	-mo-									64			
42	42	665/4	665/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	821													
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	822	-sa,												
42	42	329/2	329/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	823										65			
42	42	165	165	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	824										65			
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	825													
42	42	166	166	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	826										66			
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	827													
42	42	329/2	329/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	828													
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	829													
42	42	166	166	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	830													
42	42	164	164	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	831													
42	42	165	165	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	832													
42	42	166	166	0.0	1/2	1/2	Spanner	4/4	4	1	0															19		
42	42	166	166	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	833											19		
42	42	167	167	0.0	3/4	3/4	Spanner	4/4	4	1	0																	
43	43	170	170	0.0	1/2	1/2	StaffText	4/4	1	1	0								sotto voce									
43	43	170	170	0.0	1/2	1/2	Dynamic	4/4	1	1	0						pp											
43	43	170	170	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	834	dum												
43	43	168	168	0.0	0	0	StaffText	4/4	2	1	0								sotto voce									
43	43	168	168	0.0	0	0	Dynamic	4/4	2	1	0						pp											
43	43	168	168	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	835	dum												
43	43	171	171	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	836	pen-												
43	43	170	170	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	837													
43	43	168	168	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	838													
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	839													
43	43	169	169	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	840													
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	841													
43	43	170	170	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	842													
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	843													
43	43	171	171	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	844													
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	845													
43	43	168	168	4.0	0	0	Chord	4/4	3	3	1		1	1	846										67			
43	43	168	168	0.0	0	0	StaffText	4/4	4	1	0								sotto voce									
43	43	168	168	0.0	0	0	Dynamic	4/4	4	1	0						pp											
43	43	168	168	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	847													
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	848													
43	43	169	169	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	849													
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	850													
43	43	170	170	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	851													
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	852													
43	43	171	171	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	853													
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	854													
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	855													
44	44	173	173	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	856	pen-												
44	44	174	174	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	857	-de-												
44	44	175	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	858	-bat												
44	44	172	172	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	859	-de-									68			
44	44	174	174	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	860													
44	44	175	175	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	861	-bat												
44	44	172	172	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	862													
44	44	175	175	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	863													
44	44	174	174	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	864													
44	44	172	172	2.0	0	0	Chord	4/4	3	3	1/2		1/2	1	865										67			
44	44	174	174	1.0	1/2	1/2	Chord	4/4	3	3	1/4		1/4	1	866										67			
44	44	172	172	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	867													
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	868													
44	44	173	173	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	869													
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	870													
44	44	174	174	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	871													
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	872													
44	44	175	175	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	873													
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	874													
45	45	176	176	0.0	0	0	Spanner	4/4	1	1	0															20		
45	45	176	176	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	875	fi-										20		
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	876	-li-										20		
45	45	178	178	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	877	-us.										20		
45	45	179	179	0.0	3/4	3/4	Dynamic	4/4	1	1	0						ppp											
45	45	179	179	0.0	3/4	3/4	Spanner	4/4	1	1	0																	
45	45	176	176	0.0	0	0	Spanner	4/4	2	1	0															21		
45	45	176	176	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	878	fi-									69	21		
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	879											21		
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	880	-li-										21		
45	45	178	178	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	881	-us.										21		
45	45	179	179	0.0	3/4	3/4	Dynamic	4/4	2	1	0						ppp											
45	45	179	179	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
45	45	176	176	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	882													
45	45	177	177	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	883													
45	45	178	178	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	884													
45	45	357/2	357/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p											
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	885													
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	886													
45	45	176	176	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	887													
45	45	176	176	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	888													
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	889													
45	45	177	177	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	890													
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	891													
45	45	178	178	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	892													
45	45	179	179	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	893													
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	894										70			
46	46	181	181	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	895										70			
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	896													
46	46	182	182	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	897													
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	898			articStaccatoAbove										
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	899													
46	46	361/2	361/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	900													
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	901													
46	46	180	180	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	902													
46	46	181	181	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	903													
46	46	182	182	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	904													
46	46	183	183	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	905													
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	906										71			
47	47	185	185	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	907										71			
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	908													
47	47	186	186	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	909										72			
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	910													
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	911													
47	47	184	184	0.0	0	0	Spanner	4/4	4	1	0																1	
47	47	184	184	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	912												1	
47	47	185	185	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	913												1	
47	47	186	186	0.0	1/2	1/2	Dynamic	4/4	4	1	0						pp											
47	47	186	186	0.0	1/2	1/2	Spanner	4/4	4	1	0																	
47	47	186	186	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	914													
