mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	604														
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	605														
77	77	152	152	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	606														
77	77	153	153	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	607														
78	78	154	154	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	608	et		articStaccatissimoAbove											
78	78	309/2	309/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	609	tre-									51				
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	610														
78	78	309/2	309/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	611														
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	612														
78	78	154	154	0.0	0	0	Dynamic	2/4	3	1	0					p												
78	78	154	154	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	613														
78	78	155	155	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	614														
79	79	156	156	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	615	-me-		articStaccatissimoAbove											
79	79	313/2	313/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8	1/4	3/2	616	-bat,		ornamentTrill											
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	617														
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	618														
79	79	156	156	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	619														
79	79	157	157	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	620														
80	80	158	158	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	621	cum		articStaccatissimoAbove											
80	80	317/2	317/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	622	vi-									52				
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	623														
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	624														
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	625														
80	80	158	158	0.0	0	0	Dynamic	2/4	3	1	0					pp												
80	80	158	158	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	626														
80	80	159	159	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	627														
81	81	160	160	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	628	-de-													
81	81	321/2	321/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8	1/4	3/2	629	-bat													
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	630														
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	631														
81	81	160	160	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	632														
81	81	161	161	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	633														
82	82	162	162	0.0	0	0	Dynamic	2/4	1	1	0					p												
82	82	162	162	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	634	na-													
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	1	1	0																	10
82	82	163	163	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	635	-ti													10
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	636														
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	637														
82	82	162	162	0.0	0	0	Dynamic	2/4	3	1	0					p												
82	82	162	162	0.0	0	0	Spanner	2/4	3	1	0																	11
82	82	162	162	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	638														11
82	82	163	163	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	639														11
83	83	164	164	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	640	pœ-													10
83	83	165	165	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	641	-nas,													10
83	83	329/2	329/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	642														
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	643														
83	83	164	164	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	644														11
83	83	165	165	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	645														11
84	84	166	166	0.0	0	0	Dynamic	2/4	1	1	0					f												
84	84	166	166	0.0	0	0	Spanner	2/4	1	1	0																	
84	84	166	166	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	646	na-													
84	84	167	167	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	647	-ti													
84	84	333/2	333/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	648														
84	84	335/2	335/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	649														
84	84	166	166	0.0	0	0	Dynamic	2/4	3	1	0					f												
84	84	166	166	0.0	0	0	Spanner	2/4	3	1	0																	
84	84	166	166	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	650														
84	84	167	167	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	651														
85	85	168	168	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	652	pœ-		ornamentTrill							53				
85	85	675/4	675/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	653										53				
85	85	1351/8	1351/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	654														
85	85	169	169	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	655	-nas		ornamentTrill							54				
85	85	679/4	679/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	656										54				
85	85	1359/8	1359/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	657														
85	85	337/2	337/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	658														
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	659														
85	85	168	168	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	660														
85	85	169	169	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	661														
86	86	170	170	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	662	in-									55				
86	86	171	171	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	663														
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	664	-cly-													
86	86	341/2	341/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	665														
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	666														
86	86	170	170	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	667														
86	86	171	171	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	668														
87	87	172	172	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	669	-ti.													
87	87	345/2	345/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	670														
87	87	347/2	347/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	671														
87	87	172	172	0.0	0	0	Spanner	2/4	3	1	0														5			
87	87	172	172	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	672											5			
87	87	173	173	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	673											5			
88	88	174	174	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	674	Et		articStaccatissimoAbove											
88	88	349/2	349/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	675	tre-									56				
88	88	351/2	351/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	676														
88	88	349/2	349/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	677														
88	88	351/2	351/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	678														
88	88	174	174	0.0	0	0	Dynamic	2/4	3	1	0					p												
88	88	174	174	0.0	0	0	Spanner	2/4	3	1	0																	
88	88	174	174	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	679														
88	88	175	175	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	680														
89	89	176	176	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	681	-me-													
89	89	353/2	353/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8	1/4	3/2	682	-bat,													
89	89	353/2	353/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	683														
89	89	355/2	355/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	684														
89	89	176	176	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	685														
89	89	177	177	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	686														
90	90	178	178	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	687	cum		articStaccatissimoAbove											
90	90	357/2	357/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	688	vi-									57				
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	689														
90	90	357/2	357/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	690														
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	691														
90	90	178	178	0.0	0	0	Dynamic	2/4	3	1	0					pp												
90	90	178	178	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	692														
90	90	179	179	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	693														
91	91	180	180	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	694	-de-													
91	91	361/2	361/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8	1/4	3/2	695	-bat													
91	91	361/2	361/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	696														
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	697														
91	91	180	180	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	698														
91	91	181	181	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	699														
92	92	182	182	0.0	0	0	Dynamic	2/4	1	1	0					p												
92	92	182	182	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	700	na-													
92	92	183	183	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	701	-ti													
92	92	365/2	365/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	702														
92	92	367/2	367/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	703														
92	92	182	182	0.0	0	0	Dynamic	2/4	3	1	0					p												
92	92	182	182	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	704														
92	92	183	183	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	705														
93	93	184	184	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	706	pœ-													
93	93	185	185	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	707	-nas													
93	93	369/2	369/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	708														
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	709														
93	93	184	184	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	710														
93	93	185	185	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	711														
94	94	186	186	0.0	0	0	Dynamic	2/4	1	1	0					f												
94	94	186	186	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	712	na-													
94	94	187	187	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	713	-ti													
94	94	373/2	373/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	714														
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	715														
94	94	186	186	0.0	0	0	Dynamic	2/4	3	1	0					f												
94	94	186	186	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	716														
94	94	187	187	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	717														
95	95	188	188	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	718	pœ-									58				
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	719										58				
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	720										58				
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	721														
95	95	189	189	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	722	-nas									59				
95	95	759/4	759/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	723										59				
95	95	1519/8	1519/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	724														
95	95	377/2	377/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	725														
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	726														
95	95	188	188	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	727														
95	95	189	189	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	728														
96	96	190	190	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	729	in-									60				
96	96	191	191	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	730														
96	96	383/2	383/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	731	-cly-													
96	96	381/2	381/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	732														
96	96	383/2	383/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	733														
96	96	190	190	0.0	0	0	Spanner	2/4	3	1	0														6			
96	96	190	190	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	734											6			
96	96	191	191	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	735											6			
97	97	192	192	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	736	-ti.													
97	97	192	192	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	737														
97	97	385/2	385/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	738			articAccentAbove											
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	739			articAccentAbove											
97	97	192	192	0.0	0	0	Spanner	2/4	3	1	0																	
97	97	385/2	385/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					f												
97	97	385/2	385/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	740														
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	741														
97	97	192	192	1.0	0	0	Chord	2/4	3	2	1/4	1/4	1	742														
97	97	193	193	1.0	1/4	1/4	Chord	2/4	3	2	1/4	1/4	1	743														
98	98	194	194	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	744														
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	745										61				
98	98	779/4	779/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	746										61				
98	98	195	195	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	747										61				
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	748										61				
98	98	783/4	783/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	749														
98	98	194	194	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	750														
98	98	195	195	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	751														
98	98	389/2	389/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	752										62				
98	98	195	195	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	753										62				
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	754														
98	98	194	194	1.0	0	0	Chord	2/4	3	2	1/4	1/4	1	755														
98	98	195	195	1.0	1/4	1/4	Chord	2/4	3	2	1/4	1/4	1	756														
99	99	196	196	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	757														
99	99	393/2	393/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	758			articAccentAbove											
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	759			articAccentAbove											
99	99	393/2	393/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					p												
99	99	393/2	393/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	760														
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	761														
99	99	196	196	1.0	0	0	Chord	2/4	3	2	1/4	1/4	1	762														
99	99	197	197	1.0	1/4	1/4	Chord	2/4	3	2	1/4	1/4	1	763														
100	100	198	198	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	764														
100	100	397/2	397/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	765										63				
100	100	795/4	795/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	766										63				
100	100	199	199	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	767										63				
100	100	399/2	399/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	768										63				
100	100	799/4	799/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	769														
100	100	198	198	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	770														
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	771														
100	100	199	199	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	772														
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	773														
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	774										64				
100	100	199	199	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	775										64				
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	776														
100	100	198	198	1.0	0	0	Chord	2/4	3	2	1/4	1/4	1	777														
100	100	199	199	1.0	1/4	1/4	Chord	2/4	3	2	1/4	1/4	1	778														
101	101	200	200	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	779														
101	101	401/2	401/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	780			articAccentAbove							65				
101	101	803/4	803/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	781										65				
101	101	201	201	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	782														
101	101	403/2	403/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	783			articAccentAbove							66				
101	101	807/4	807/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	784										66				
101	101	200	200	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	785														
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	786														
101	101	201	201	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	787														
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	788														
101	101	200	200	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	789														
101	101	401/2	401/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					ff												
101	101	200	200	0.5	0	0	Chord	2/4	3	2	1/8	1/8	1	790														
102	102	202	202	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	791														
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	792			articAccentAbove											
102	102	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	793			articAccentBelow											
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	794			articAccentBelow											
102	102	202	202	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	795														
102	102	405/2	405/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	796														
102	102	811/4	811/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	797														
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	798														
102	102	203	203	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	799														
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	800														
103	103	204	204	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	801														
103	103	204	204	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	802														
