mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	HairPin:3_dim. e rit.	crescendo_line
32	32	112	112	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	581	Vi-														
32	32	112	112	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	582															
32	32	225/2	225/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	583															
32	32	113	113	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	584															
32	32	227/2	227/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	585															
32	32	114	114	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	586															
32	32	229/2	229/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	587															
32	32	112	112	0.0	0	0	Dynamic	6/8	4	1	0						other-dynamics													
32	32	112	112	0.0	0	0	Spanner	6/8	4	1	0																			
32	32	227/2	227/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	588										42					
32	32	112	112	3.0	0	0	Chord	6/8	4	2	3/4		1/2	3/2	589															
33	33	115	115	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	590	-dit														
33	33	115	115	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	591	-dit														
33	33	115	115	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	592															
33	33	231/2	231/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	593															
33	33	116	116	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	594															
33	33	233/2	233/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	595															
33	33	117	117	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	596															
33	33	235/2	235/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	597															
33	33	115	115	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	598															
33	33	115	115	3.0	0	0	Chord	6/8	4	2	3/4		1/2	3/2	599															
34	34	118	118	0.0	0	0	Spanner	6/8	1	1	0																			0
34	34	118	118	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	600	Je-														0
34	34	118	118	0.0	0	0	Spanner	6/8	2	1	0																			1
34	34	118	118	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	601	Je-														1
34	34	118	118	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	602															
34	34	237/2	237/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	603															
34	34	119	119	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	604															
34	34	239/2	239/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	605															
34	34	120	120	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	606															
34	34	241/2	241/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	607															
34	34	118	118	0.0	0	0	Spanner	6/8	4	1	0																			2
34	34	239/2	239/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	608										43					2
34	34	118	118	3.0	0	0	Chord	6/8	4	2	3/4		1/2	3/2	609															2
35	35	121	121	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	610	-sum														0
35	35	121	121	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	611	-sum														1
35	35	121	121	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	612															
35	35	243/2	243/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	613															
35	35	122	122	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	614															
35	35	245/2	245/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	615															
35	35	123	123	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	616															
35	35	247/2	247/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	617															
35	35	121	121	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	618															2
35	35	121	121	3.0	0	0	Chord	6/8	4	2	3/4		1/2	3/2	619															2
36	36	124	124	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	620	in														0
36	36	251/2	251/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	621	tor-														0
36	36	124	124	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	622	in														1
36	36	251/2	251/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	623	tor-														1
36	36	124	124	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	624															
36	36	249/2	249/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	625															
36	36	125	125	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	626															
36	36	251/2	251/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	627															
36	36	126	126	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	628															
36	36	253/2	253/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	629															
36	36	124	124	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	630															2
36	36	251/2	251/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	631															2
36	36	124	124	3.0	0	0	Chord	6/8	4	2	3/4		1/2	3/2	632															2
37	37	127	127	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	633	-men-														0
37	37	257/2	257/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	634	-tis														0
37	37	127	127	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	635	-men-														1
37	37	257/2	257/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	636	-tis														1
37	37	127	127	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	637															
37	37	255/2	255/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	638															
37	37	128	128	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	639															
37	37	257/2	257/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	640															
37	37	129	129	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	641															
37	37	259/2	259/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	642															
37	37	127	127	0.0	0	0	Spanner	6/8	4	1	0															4				2
37	37	127	127	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	643											4				2
37	37	257/2	257/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	644											4				2
37	37	127	127	3.0	0	0	Chord	6/8	4	2	3/4		1/2	3/2	645											4				2
38	38	130	130	0.0	0	0	Dynamic	6/8	1	1	0						f													
38	38	130	130	0.0	0	0	Spanner	6/8	1	1	0																			
38	38	130	130	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	646	et														
38	38	263/2	263/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	647	fla-														
38	38	130	130	0.0	0	0	Dynamic	6/8	2	1	0						f													
38	38	130	130	0.0	0	0	Spanner	6/8	2	1	0																			
38	38	130	130	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	648	et														
38	38	263/2	263/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	649	fla-														
38	38	130	130	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	650															
38	38	261/2	261/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	651															
38	38	131	131	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	652															
38	38	132	132	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	653															
38	38	265/2	265/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	654															
38	38	261/2	261/2	1.0	1/8	1/8	Chord	6/8	3	2	1/4		1/4	1	655															
38	38	132	132	1.0	1/2	1/2	Chord	6/8	3	2	1/4		1/4	1	656															
38	38	130	130	0.0	0	0	Dynamic	6/8	4	1	0						f													
38	38	130	130	0.0	0	0	Spanner	6/8	4	1	0																			
38	38	130	130	0.0	0	0	Spanner	6/8	4	1	0																			
38	38	130	130	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	657															
38	38	263/2	263/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	658															
39	39	133	133	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	659	-gel-														
39	39	269/2	269/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	660	-lis														
39	39	133	133	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	661	-gel-														
39	39	269/2	269/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	662	-lis														
39	39	267/2	267/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	663															
39	39	134	134	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	664															
39	39	135	135	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	665															
39	39	271/2	271/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	666															
39	39	267/2	267/2	1.0	1/8	1/8	Chord	6/8	3	2	1/4		1/4	1	667															
39	39	135	135	1.0	1/2	1/2	Chord	6/8	3	2	1/4		1/4	1	668															
39	39	133	133	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	669															
39	39	269/2	269/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	670															
40	40	136	136	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	671	sub-									44					
40	40	275/2	275/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	672															
40	40	277/2	277/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	673	-di-														
40	40	136	136	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	674	sub-									45					
40	40	275/2	275/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	675															
40	40	277/2	277/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	676	-di-														
40	40	273/2	273/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	677															
40	40	137	137	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	678															
40	40	138	138	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	679															
40	40	277/2	277/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	680															
40	40	136	136	0.0	0	0	Spanner	6/8	4	1	0															5				
40	40	136	136	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	681											5				
40	40	275/2	275/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	682											5				
41	41	139	139	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	683	-tum;														
41	41	139	139	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	684	-tum;														
41	41	139	139	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	685										46					
41	41	140	140	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	686															
41	41	139	139	0.0	0	0	Spanner	6/8	4	1	0																			
41	41	139	139	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	687															
42	42	142	142	0.0	0	0	Dynamic	6/8	1	1	0						p													
42	42	142	142	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=260	130.0	𝅘𝅥𝅮	260.0	0.0						
42	42	142	142	0.0	0	0	StaffText	6/8	1	1	0								(un poco più lento)											
42	42	142	142	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	688	et														
42	42	287/2	287/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	689	fla-														
42	42	142	142	0.0	0	0	Dynamic	6/8	2	1	0						p													
42	42	142	142	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	690	et														
42	42	287/2	287/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	691	fla-														
42	42	285/2	285/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	692										47					
42	42	143	143	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	693															
42	42	144	144	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	694										48					
42	42	289/2	289/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	695															
42	42	285/2	285/2	1.0	1/8	1/8	Chord	6/8	3	2	1/4		1/4	1	696															
42	42	144	144	1.0	1/2	1/2	Chord	6/8	3	2	1/4		1/4	1	697															
42	42	142	142	0.0	0	0	Dynamic	6/8	4	1	0						pp													
42	42	142	142	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	698															
42	42	287/2	287/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	699															
43	43	145	145	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	700	-gel-														
43	43	293/2	293/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	701	-lis														
43	43	145	145	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	702	-gel-														
43	43	293/2	293/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	703	-lis														
43	43	291/2	291/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	704										49					
43	43	146	146	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	705															
43	43	147	147	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	706										50					
43	43	295/2	295/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	707															
43	43	291/2	291/2	1.0	1/8	1/8	Chord	6/8	3	2	1/4		1/4	1	708															
43	43	147	147	1.0	1/2	1/2	Chord	6/8	3	2	1/4		1/4	1	709															
43	43	145	145	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	710															
43	43	293/2	293/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	711															
44	44	148	148	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	712	sub-									51					
44	44	299/2	299/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	713															
44	44	301/2	301/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	714	-di-														
44	44	148	148	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	715	sub-									52					
44	44	299/2	299/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	716															
44	44	301/2	301/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	717	-di-														
44	44	297/2	297/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	718										53					
44	44	149	149	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	719															
44	44	150	150	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	720										54					
44	44	301/2	301/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	721															
44	44	148	148	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	722															
44	44	150	150	1.0	1/2	1/2	Chord	6/8	4	1	1/4		1/4	1	723															
44	44	299/2	299/2	1.5	3/8	3/8	Chord	6/8	4	2	3/8		1/4	3/2	724															
45	45	151	151	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	725	-tum.														
45	45	151	151	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	726	-tum.														
45	45	151	151	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	727															
45	45	305/2	305/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	728															
45	45	153	153	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	729															
45	45	307/2	307/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	730															
45	45	305/2	305/2	1.5	3/8	3/8	Chord	6/8	3	2	3/8		1/4	3/2	731															
45	45	151	151	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	732															
45	45	305/2	305/2	0.0	3/8	3/8	Dynamic	6/8	4	1	0						f													
45	45	151	151	1.5	0	0	Chord	6/8	4	2	3/8		1/4	3/2	733															
45	45	305/2	305/2	1.5	3/8	3/8	Chord	6/8	4	2	3/8		1/4	3/2	734															
46	46	154	154	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	735										55					
46	46	311/2	311/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	736										55					
46	46	156	156	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	737										55					
46	46	313/2	313/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	738										55					
46	46	154	154	0.5	0	0	Chord	6/8	3	2	1/8		1/8	1	739															
46	46	309/2	309/2	0.5	1/8	1/8	Chord	6/8	3	2	1/8		1/8	1	740										56					
46	46	155	155	0.5	1/4	1/4	Chord	6/8	3	2	1/8		1/8	1	741										56					
46	46	311/2	311/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4		1/4	1	742										56					
46	46	313/2	313/2	0.5	5/8	5/8	Chord	6/8	3	2	1/8		1/8	1	743															
46	46	154	154	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	744															
46	46	311/2	311/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	745															
47	47	317/2	317/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥𝅮=220	110.0	𝅘𝅥𝅮	220.0	0.0						
47	47	157	157	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	746															
47	47	317/2	317/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	747															
47	47	159	159	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	748															
47	47	319/2	319/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	749															
47	47	157	157	0.5	0	0	Chord	6/8	3	2	1/8		1/8	1	750										57					
47	47	315/2	315/2	0.5	1/8	1/8	Chord	6/8	3	2	1/8		1/8	1	751										57					
47	47	158	158	0.5	1/4	1/4	Chord	6/8	3	2	1/8		1/8	1	752										57					
47	47	317/2	317/2	1.5	3/8	3/8	Chord	6/8	3	2	3/8		1/4	3/2	753															
47	47	157	157	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	754															
47	47	317/2	317/2	0.0	3/8	3/8	Dynamic	6/8	4	1	0						p													
47	47	317/2	317/2	0.0	3/8	3/8	StaffText	6/8	4	1	0								un poco rit.											
47	47	317/2	317/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	755															
48	48	160	160	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	756										58					
48	48	323/2	323/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	757										58					
48	48	162	162	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	758										58					
48	48	325/2	325/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	759															
48	48	160	160	0.5	0	0	Chord	6/8	3	2	1/8		1/8	1	760										59					
48	48	321/2	321/2	0.5	1/8	1/8	Chord	6/8	3	2	1/8		1/8	1	761										59					
48	48	161	161	0.5	1/4	1/4	Chord	6/8	3	2	1/8		1/8	1	762										59					
48	48	323/2	323/2	1.0	3/8	3/8	Chord	6/8	3	2	1/4		1/4	1	763										59					
48	48	160	160	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	764															
48	48	323/2	323/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	765															
49	49	163	163	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	766										60					
49	49	329/2	329/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	767															
49	49	163	163	0.0	0	0	Dynamic	6/8	4	1	0						pp													
49	49	163	163	3.0	0	0	Chord	6/8	4	1	3/4		1/2	3/2	768															
