mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	236												
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	237												
13	13	48	48	0.0	0	0	Dynamic	4/4	4	1	0						f										
13	13	48	48	0.0	0	0	Spanner	4/4	4	1	0																
13	13	48	48	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	238												
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	239												
13	13	49	49	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	240												
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	241												
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	242												
14	14	52	52	0.0	0	0	StaffText	4/4	1	1	0								espr.								
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	243	In-											
14	14	105/2	105/2	0.0	1/8	1/8	StaffText	4/4	1	1	0								Sopr. solo								
14	14	105/2	105/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	244	-flam-							26				
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	245												
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	246	-ma-											
14	14	109/2	109/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	247	-tus							27				
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	248												
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	249												
14	14	105/2	105/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	250								28				
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	251												
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	252												
14	14	109/2	109/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	253								29				
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	254												
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	255												
14	14	109/2	109/2	1.0	5/8	5/8	Chord	4/4	3	2	1/4		1/4	1	256												
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	257												
14	14	52	52	0.0	0	0	Dynamic	4/4	4	1	0						p										
14	14	52	52	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	258												
14	14	53	53	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	259												
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	260												
14	14	55	55	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	261												
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	262	et		ornamentTrill									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	263	ac-		ornamentTrill									
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	264	-cen-							30				
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	265												
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	266	-sus											
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	267			ornamentTrill					31				
15	15	57	57	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	268			ornamentTrill									
15	15	58	58	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	269								32				
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	270								32				
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	271												
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	272												
15	15	59	59	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	273												
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	274												
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	275												
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	276												
15	15	56	56	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	277												
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	278												
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	279												
15	15	113/2	113/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	280								33				
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	281												
15	15	58	58	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	282												
15	15	117/2	117/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						f										
15	15	117/2	117/2	0.0	5/8	5/8	Spanner	4/4	4	1	0															1	
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	283											1	
15	15	59	59	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	284											1	
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	285											1	
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	286											1	
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	287											1	
15	15	56	56	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	288											1	
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	289								34			1	
15	15	57	57	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	290								34			1	
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	291											1	
16	16	60	60	0.0	0	0	Dynamic	4/4	1	1	0						p										
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	292	per											
16	16	121/2	121/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	293	te,							35				
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	294												
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	295	vir-											
16	16	125/2	125/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	296	-go,											
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	297												
16	16	60	60	0.0	0	0	Dynamic	4/4	3	1	0						p										
16	16	60	60	0.0	0	0	Chord	4/4	3	1	0	acciaccatura	1/8	1	298												
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	299												
16	16	121/2	121/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	300								36				
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	301												
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	302												
16	16	125/2	125/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	303								37				
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	304												
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	305												
16	16	125/2	125/2	1.0	5/8	5/8	Chord	4/4	3	2	1/4		1/4	1	306												
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	307												
16	16	60	60	0.0	0	0	Spanner	4/4	4	1	0																
16	16	60	60	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	308												
16	16	61	61	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	309												
16	16	62	62	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	310												
16	16	63	63	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	311												
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	312	sim		ornamentTrill									
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	313	de		ornamentTrill									
17	17	66	66	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	314	fen-							38				
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	315												
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	316	-sus											
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	317	in-											
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	318			ornamentTrill					39				
17	17	65	65	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	319			ornamentTrill									
17	17	66	66	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	320												
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	321												
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	322												
17	17	64	64	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	323												
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	324												
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	325												
17	17	66	66	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	326												
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	327												
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	328												
17	17	129/2	129/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	329												
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	330												
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	331												
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	332												
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	333												
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	334												
17	17	135/2	135/2	0.0	7/8	7/8	Dynamic	4/4	4	1	0						mf										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	335												
17	17	64	64	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	336								40				
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	337								40				
17	17	65	65	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	338								40				
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	339												
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	340								41				
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	341								41				
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	342												
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	343												
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	344	-di-							42				
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	345			ornamentTrill									
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	346	-e											
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	347	ju-											
18	18	137/2	137/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	348								43				
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	349												
18	18	68	68	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	350								44				
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	351								44				
18	18	69	69	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	352								44				
18	18	70	70	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	353												
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	3	2	1/16		1/16	1	354												
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	3	2	1/16		1/16	1	355												
18	18	71	71	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	356												
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	357												
18	18	68	68	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	358												
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	359												
18	18	69	69	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	360												
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	361												
18	18	70	70	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	362												
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	363												
18	18	71	71	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	364												
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	365												
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	366	-di-											
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	367	-ci-		ornamentTrill									
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	368	-i.											
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	369	In-											
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	370	-flam-											
19	19	145/2	145/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	371			articAccentAbove					45				
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	372												
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	373												
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	374												
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	375												
19	19	72	72	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	376								46				
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	377								46				
19	19	73	73	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	378								46				
19	19	74	74	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	379												
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	380												
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	381												
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	382												
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	383												
19	19	72	72	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	384												
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	385												
19	19	73	73	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	386												
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	387												
19	19	74	74	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	388												
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	389												
19	19	75	75	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p										
19	19	75	75	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	390												
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	391												
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	392	-ma-							47				
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	393								47				
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	394			ornamentTrill									
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	395	-tus											
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	396	et											
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	397	ac-											
20	20	76	76	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	398								48				
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	399												
20	20	77	77	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	400												
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	401												
20	20	79	79	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	402												
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	403												
20	20	76	76	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	404												
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	405												
20	20	77	77	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	406												
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	407												
20	20	78	78	1.5	1/2	1/2	Chord	4/4	3	2	3/8		1/4	3/2	408												
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	409												
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	410												
20	20	76	76	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	411												
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	412												
20	20	77	77	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	413												
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	414												
20	20	78	78	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	415												
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	416												
20	20	79	79	0.0	3/4	3/4	Dynamic	4/4	4	1	0						pp										
20	20	79	79	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	417												
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	418												
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	419	-cen-							49				
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	420								49				
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	421			ornamentTrill									
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	422	-sus											
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	423	per											
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	424	te,											
21	21	80	80	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	425								50				
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	426								50				
21	21	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	427								50				
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	428												
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	429								51				
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	430												
21	21	80	80	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	431												
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	432												
21	21	81	81	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	433												
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	434												
21	21	82	82	1.5	1/2	1/2	Chord	4/4	3	2	3/8		1/4	3/2	435												
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	436												
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	437												
21	21	80	80	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	438												
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	439												
21	21	81	81	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	440												
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	441												
21	21	82	82	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	442												
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	443												
21	21	83	83	0.0	3/4	3/4	Dynamic	4/4	4	1	0						mf										
21	21	83	83	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	444												
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	445												
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	446	vir-							52				
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	447								52				
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	448			ornamentTrill									
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	449	-go,											
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	450	sim											
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	451	de-											
22	22	84	84	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	452												
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	453												
22	22	85	85	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	454												
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	455												
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	456								53				
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	457												
22	22	84	84	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	458												
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	459												
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	460												
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	461												
22	22	86	86	1.5	1/2	1/2	Chord	4/4	3	2	3/8		1/4	3/2	462												
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	463												
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	464												
22	22	84	84	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	465												
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	466												
22	22	85	85	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	467												
