mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	HairPin:3_smorz..	crescendo_line	crescendo_hairpin	decrescendo_hairpin
45	45	176	176	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	731															
45	45	178	178	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	732															
45	45	176	176	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	733															
45	45	178	178	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	734															
45	45	176	176	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	735															
45	45	178	178	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	736															
45	45	179	179	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	737															
45	45	176	176	4.0	0	0	Chord	2/2	4	1	1	1	1	738															
46	46	180	180	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	739															
46	46	182	182	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	740															
46	46	183	183	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	741															
46	46	180	180	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	742															
46	46	182	182	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	743															
46	46	180	180	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	744															
46	46	182	182	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	745															
46	46	180	180	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	746															
46	46	182	182	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	747															
46	46	183	183	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	748															
46	46	180	180	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	749															
46	46	182	182	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	750															
46	46	183	183	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	751															
47	47	184	184	4.0	0	0	Chord	2/2	1	1	1	1	1	752			ornamentTrill												
47	47	184	184	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	753															
47	47	186	186	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	754															
47	47	184	184	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	755															
47	47	186	186	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	756															
47	47	184	184	4.0	0	0	Chord	2/2	3	2	1	1	1	757			ornamentTrill												
47	47	184	184	4.0	0	0	Chord	2/2	4	1	1	1	1	758															
48	48	188	188	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	759	-men,														
48	48	190	190	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	760	a-									147					
48	48	188	188	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	761	-men,														
48	48	190	190	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	762	a-									148					
48	48	188	188	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	763															
48	48	190	190	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	764			articAccentAbove							149					
48	48	188	188	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	765															
48	48	190	190	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	766															
49	49	192	192	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	767										147					
49	49	194	194	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	768										147					
49	49	195	195	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	769															
49	49	192	192	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	770										148					
49	49	194	194	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	771										148					
49	49	195	195	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	772															
49	49	192	192	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	773															
49	49	194	194	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	774															
49	49	195	195	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	775															
49	49	192	192	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	776															
49	49	194	194	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	777															
50	50	196	196	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	778	-men,														
50	50	198	198	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	779	a-														
50	50	196	196	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	780	-men,														
50	50	196	196	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	781			articStaccatoAbove												
50	50	197	197	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	782			articStaccatoAbove												
50	50	198	198	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	783			articStaccatoAbove												
50	50	199	199	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	784			articStaccatoAbove												
50	50	196	196	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	785															
51	51	200	200	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	786	-men,														
51	51	202	202	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	787	a-														
51	51	200	200	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	788			articStaccatoAbove												
51	51	201	201	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	789			articStaccatoAbove												
51	51	202	202	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	790			articStaccatoAbove												
51	51	203	203	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	791			articStaccatoAbove												
52	52	204	204	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	792	-men,														
52	52	207	207	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	793	a-														
52	52	204	204	0.0	0	0	Dynamic	2/2	2	1	0					p													
52	52	204	204	0.0	0	0	Spanner	2/2	2	1	0																3		
52	52	204	204	4.0	0	0	Chord	2/2	2	1	1	1	1	794	a-												3		
52	52	204	204	3.0	0	0	Chord	2/2	3	1	3/4	1/2	3/2	795										150					
52	52	207	207	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	796										150					
52	52	205	205	3.0	1/4	1/4	Chord	2/2	4	1	3/4	1/2	3/2	797															
52	52	204	204	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	798															
52	52	205	205	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	799										151					
52	52	206	206	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	800										151					
52	52	207	207	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	801										151					
53	53	208	208	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	802															
53	53	209	209	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	803															
53	53	210	210	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	804															
53	53	211	211	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	805															
53	53	208	208	4.0	0	0	Chord	2/2	2	1	1	1	1	806													3		
53	53	208	208	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	807										150					
53	53	209	209	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	808										150					
53	53	210	210	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	809										150					
53	53	211	211	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	810										150					
53	53	208	208	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	811															
53	53	209	209	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	812															
53	53	210	210	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	813															
53	53	211	211	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	814															
53	53	208	208	4.0	0	0	Chord	2/2	4	2	1	1	1	815										151					
54	54	212	212	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	816															
54	54	215	215	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	817															
54	54	212	212	4.0	0	0	Chord	2/2	2	1	1	1	1	818													3		
54	54	212	212	3.0	0	0	Chord	2/2	3	1	3/4	1/2	3/2	819										150					
54	54	215	215	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	820										150					
54	54	212	212	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	821															
54	54	213	213	3.0	1/4	1/4	Chord	2/2	4	1	3/4	1/2	3/2	822															
54	54	212	212	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	823															
54	54	213	213	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	824										152					
54	54	214	214	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	825										152					
54	54	215	215	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	826										152					
55	55	216	216	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	827															
55	55	217	217	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	828															
55	55	218	218	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	829															
55	55	219	219	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	830															
55	55	216	216	4.0	0	0	Chord	2/2	2	1	1	1	1	831													3		
55	55	216	216	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	832										150					
55	55	217	217	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	833										150					
55	55	218	218	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	834										150					
55	55	219	219	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	835										150					
55	55	216	216	4.0	0	0	Chord	2/2	4	1	1	1	1	836															
55	55	216	216	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	837										152					
55	55	217	217	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	838										152					
55	55	218	218	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	839										152					
55	55	219	219	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	840										152					
56	56	220	220	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	841	-men,														
56	56	220	220	0.0	0	0	Dynamic	2/2	2	1	0					f													
56	56	220	220	0.0	0	0	Spanner	2/2	2	1	0																		
56	56	220	220	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	842															
56	56	221	221	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	843															
56	56	222	222	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	844															
56	56	223	223	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	845															
56	56	220	220	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	846										150					
56	56	221	221	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	847										150					
56	56	222	222	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	848										150					
56	56	223	223	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	849										150					
56	56	220	220	3.0	0	0	Chord	2/2	4	1	3/4	1/2	3/2	850										153					
56	56	223	223	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	851										153					
56	56	220	220	2.0	0	0	Chord	2/2	4	2	1/2	1/2	1	852															
57	57	224	224	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	853															
57	57	225	225	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	854															
57	57	226	226	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	855															
57	57	227	227	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	856															
57	57	224	224	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	857										150					
57	57	225	225	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	858										150					
57	57	226	226	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	859										150					
57	57	227	227	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	860															
57	57	224	224	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	861										153					
57	57	225	225	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	862										153					
57	57	226	226	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	863										153					
57	57	227	227	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	864										153					
58	58	228	228	0.0	0	0	Dynamic	2/2	1	1	0					p													
58	58	228	228	4.0	0	0	Chord	2/2	1	1	1	1	1	865	a-														
58	58	228	228	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	866															
58	58	231	231	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	867															
58	58	228	228	4.0	0	0	Chord	2/2	3	1	1	1	1	868															
58	58	228	228	3.0	0	0	Chord	2/2	3	2	3/4	1/2	3/2	869										154					
58	58	231	231	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	870										154					
58	58	228	228	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	871															
58	58	229	229	3.0	1/4	1/4	Chord	2/2	4	1	3/4	1/2	3/2	872															
58	58	228	228	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	873															
58	58	229	229	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	874										155					
58	58	230	230	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	875										155					
58	58	231	231	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	876										155					
59	59	232	232	0.0	0	0	Spanner	2/2	1	1	0																4		
59	59	232	232	4.0	0	0	Chord	2/2	1	1	1	1	1	877													4		
59	59	232	232	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	878															
59	59	233	233	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	879															
59	59	234	234	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	880															
59	59	235	235	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	881															
59	59	232	232	4.0	0	0	Chord	2/2	3	1	1	1	1	882															
59	59	232	232	1.0	0	0	Chord	2/2	3	2	1/4	1/4	1	883										154					
59	59	233	233	1.0	1/4	1/4	Chord	2/2	3	2	1/4	1/4	1	884										154					
59	59	234	234	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	885										154					
59	59	235	235	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	886										154					
59	59	232	232	4.0	0	0	Chord	2/2	4	1	1	1	1	887															
59	59	232	232	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	888										155					
59	59	233	233	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	889										155					
59	59	234	234	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	890										155					
59	59	235	235	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	891										155					
60	60	236	236	4.0	0	0	Chord	2/2	1	1	1	1	1	892													4		
60	60	236	236	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	893															
60	60	239	239	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	894															
60	60	236	236	4.0	0	0	Chord	2/2	3	1	1	1	1	895										156					
60	60	236	236	3.0	0	0	Chord	2/2	3	2	3/4	1/2	3/2	896										154					
60	60	239	239	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	897										154					
60	60	236	236	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	898															
60	60	237	237	3.0	1/4	1/4	Chord	2/2	4	1	3/4	1/2	3/2	899															
60	60	236	236	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	900															
60	60	237	237	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	901										157					
60	60	238	238	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	902										157					
60	60	239	239	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	903										157					
61	61	240	240	4.0	0	0	Chord	2/2	1	1	1	1	1	904													4		
61	61	240	240	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	905															
61	61	241	241	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	906															
61	61	242	242	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	907															
61	61	243	243	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	908															
61	61	240	240	4.0	0	0	Chord	2/2	3	1	1	1	1	909										156					
61	61	240	240	1.0	0	0	Chord	2/2	3	2	1/4	1/4	1	910										154					
61	61	241	241	1.0	1/4	1/4	Chord	2/2	3	2	1/4	1/4	1	911										154					
61	61	242	242	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	912										154					
61	61	243	243	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	913										154					
61	61	240	240	4.0	0	0	Chord	2/2	4	1	1	1	1	914															
61	61	240	240	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	915										157					
61	61	241	241	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	916										157					
61	61	242	242	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	917										157					
61	61	243	243	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	918										157					
62	62	244	244	0.0	0	0	Dynamic	2/2	1	1	0					f													
62	62	244	244	0.0	0	0	Spanner	2/2	1	1	0																		
62	62	244	244	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	919															
62	62	245	245	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	920															
62	62	246	246	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	921															
62	62	247	247	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	922															
62	62	244	244	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	923	-men,														
62	62	244	244	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	924										156					
62	62	245	245	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	925										156					
62	62	246	246	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	926										156					
62	62	247	247	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	927										156					
62	62	244	244	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	928															
62	62	244	244	3.0	0	0	Chord	2/2	4	1	3/4	1/2	3/2	929															
62	62	247	247	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	930															
62	62	244	244	2.0	0	0	Chord	2/2	4	2	1/2	1/2	1	931															
63	63	248	248	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	932															
63	63	249	249	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	933															
63	63	250	250	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	934															
63	63	251	251	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	935															
63	63	248	248	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	936										156					
63	63	249	249	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	937										156					
63	63	250	250	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	938										156					
63	63	251	251	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	939															
63	63	248	248	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	940															
63	63	249	249	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	941															
63	63	250	250	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	942															
63	63	251	251	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	943															
64	64	252	252	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	944															
64	64	255	255	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	945															
64	64	252	252	0.0	0	0	Dynamic	2/2	2	1	0					p													
64	64	252	252	4.0	0	0	Chord	2/2	2	1	1	1	1	946	a-														
64	64	252	252	4.0	0	0	Chord	2/2	3	1	1	1	1	947															
64	64	252	252	3.0	0	0	Chord	2/2	3	2	3/4	1/2	3/2	948															
64	64	255	255	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	949															
64	64	252	252	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	950															
64	64	253	253	3.0	1/4	1/4	Chord	2/2	4	1	3/4	1/2	3/2	951															
64	64	252	252	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	952															
64	64	253	253	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	953										158					
64	64	254	254	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	954										158					
64	64	255	255	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	955										158					
65	65	256	256	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	956															
65	65	257	257	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	957															
65	65	258	258	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	958															
65	65	259	259	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	959															
65	65	256	256	0.0	0	0	Spanner	2/2	2	1	0																5		
65	65	256	256	4.0	0	0	Chord	2/2	2	1	1	1	1	960													5		
65	65	256	256	4.0	0	0	Chord	2/2	3	1	1	1	1	961															
65	65	256	256	1.0	0	0	Chord	2/2	3	2	1/4	1/4	1	962															
65	65	257	257	1.0	1/4	1/4	Chord	2/2	3	2	1/4	1/4	1	963															
65	65	258	258	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	964															
65	65	259	259	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	965															
65	65	256	256	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	966															
65	65	257	257	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	967															
65	65	258	258	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	968															
65	65	259	259	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	969															
65	65	256	256	4.0	0	0	Chord	2/2	4	2	1	1	1	970										158					
66	66	260	260	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	971															
66	66	263	263	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	972															
66	66	260	260	4.0	0	0	Chord	2/2	2	1	1	1	1	973													5		
66	66	260	260	4.0	0	0	Chord	2/2	3	1	1	1	1	974										159					
66	66	260	260	3.0	0	0	Chord	2/2	3	2	3/4	1/2	3/2	975															
66	66	263	263	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	976															
66	66	260	260	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	977															
66	66	261	261	3.0	1/4	1/4	Chord	2/2	4	1	3/4	1/2	3/2	978															
66	66	260	260	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	979															
66	66	261	261	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	980										160					
66	66	262	262	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	981										160					
66	66	263	263	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	982										160					
67	67	264	264	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	983															
67	67	265	265	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	984															
67	67	266	266	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	985															
67	67	267	267	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	986															
67	67	264	264	4.0	0	0	Chord	2/2	2	1	1	1	1	987													5		
67	67	264	264	4.0	0	0	Chord	2/2	3	1	1	1	1	988										159					
67	67	264	264	1.0	0	0	Chord	2/2	3	2	1/4	1/4	1	989															
67	67	265	265	1.0	1/4	1/4	Chord	2/2	3	2	1/4	1/4	1	990															
67	67	266	266	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	991															
67	67	267	267	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	992															
67	67	264	264	4.0	0	0	Chord	2/2	4	1	1	1	1	993															
67	67	264	264	1.0	0	0	Chord	2/2	4	2	1/4	1/4	1	994										160					
67	67	265	265	1.0	1/4	1/4	Chord	2/2	4	2	1/4	1/4	1	995										160					
67	67	266	266	1.0	1/2	1/2	Chord	2/2	4	2	1/4	1/4	1	996										160					
67	67	267	267	1.0	3/4	3/4	Chord	2/2	4	2	1/4	1/4	1	997										160					
68	68	268	268	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	998	-men,														
68	68	268	268	0.0	0	0	Dynamic	2/2	2	1	0					f													
68	68	268	268	0.0	0	0	Spanner	2/2	2	1	0																		
68	68	268	268	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	999															
68	68	269	269	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1000															
68	68	270	270	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1001															
68	68	271	271	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1002															
68	68	268	268	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1003										159					
