mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	3	1	c.i{					c	i		i		i						{	m	1	1	0, -3, 1		0	0	2	5	0.2857142857142857	0.1875	0.8125	0.1875
2	2	1/8	1/8	3/8	3	1	VI					c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.125	0.375	0.25
3	3	0	0	3/8	3	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	5	0.0	0.0	0.5	0.0
3	3	1/8	1/8	3/8	3	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	3	0.0	0.0	0.375	0.0
3	3	1/4	1/4	3/8	3	1	V2					c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	0	4	0.0	0.0	0.5	0.0
4	4	0	0	3/8	3	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	5	0.0	0.0	0.75	0.0
4	4	1/8	1/8	3/8	3	1	VI(4)					c	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4	0	3	0.0	0.0	0.5	0.0
4	4	1/4	1/4	3/8	3	1	VI					c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	1	1	0.5	0.125	0.125	0.5
5	5	0	0	3/8	3	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	5	0.0	0.0	0.5	0.0
5	5	1/8	1/8	3/8	3	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.5	0.0
5	5	1/4	1/4	3/8	3	1	V2					c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	0	4	0.0	0.0	0.5	0.0
6	6	0	0	3/8	3	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
6	6	1/8	1/8	3/8	3	1	VII6					c	i		VII6		VII		6					M	1	1	2, -1, -2		-2	2	0	4	0.0	0.0	0.5	0.0
6	6	1/4	1/4	3/8	3	1	VI6					c	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0	0	3	0.0	0.0	0.375	0.0
7	7	0	0	3/8	3	1	viio65					c	i		viio65		vii	o	65					o7	1	1	-5, -8, -11, -2		-2	-5	4	0	1.0	0.875	0.0	1.0
7	7	1/8	1/8	3/8	3	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2	0	1	0.0	0.0	0.125	0.0
7	7	1/4	1/4	3/8	3	1	viio43/V					c	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0	0	4	0.0	0.0	0.5	0.0
8	8	0	0	3/8	3	1	V6					c	i		V6		V		6					M	1	1	5, 2, 1		1	5	0	4	0.0	0.0	0.5	0.0
8	8	1/8	1/8	3/8	3	1	IV6					c	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3	0	4	0.0	0.0	0.625	0.0
8	8	1/4	1/4	3/8	3	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.375	0.0
9	9	0	0	3/8	3	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
9	9	1/8	1/8	3/8	3	1	viio6					c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5	5	0	1.0	0.5	0.0	1.0
9	9	1/4	1/4	3/8	3	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
10	10	0	0	3/8	3	1	ii%65					c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1	0	4	0.0	0.0	0.625	0.0
10	10	1/8	1/8	3/8	3	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	3	0.0	0.0	0.375	0.0
10	10	1/4	1/4	3/8	3	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
11	11	0	0	3/8	3	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
11	11	1/8	1/8	3/8	3	1	viio6					c	i		viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5	5	0	1.0	0.5	0.0	1.0
11	11	1/4	1/4	3/8	3	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
12	12	0	0	3/8	3	1	ii%65					c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1	0	4	0.0	0.0	0.625	0.0
12	12	1/8	1/8	3/8	3	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	3	0.0	0.0	0.375	0.0
12	12	1/4	1/4	3/8	3	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.375	0.0
13	13	0	0	3/8	3	1	i}					c	i		i		i						}	m	1	1	0, -3, 1		0	0	4	12	0.25	0.375	2.625	0.125
15	15	1/8	1/8	3/8	3	1	VI					c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	2	3	0.4	0.125	0.625	0.16666666666666666
16	16	0	0	3/8	3	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	7	0.0	0.0	0.625	0.0
16	16	1/8	1/8	3/8	3	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.5	0.0
16	16	1/4	1/4	3/8	3	1	V2					c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	0	5	0.0	0.0	0.625	0.0
17	17	0	0	3/8	3	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	7	0.0	0.0	0.875	0.0
17	17	1/8	1/8	3/8	3	1	VI(4)					c	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4	0	4	0.0	0.0	0.625	0.0
17	17	1/4	1/4	3/8	3	1	VI					c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
18	18	0	0	3/8	3	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	7	0.0	0.0	0.5625	0.0
18	18	1/8	1/8	3/8	3	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	5	0.0	0.0	0.625	0.0
18	18	1/4	1/4	3/8	3	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	5	0.0	0.0	0.625	0.0
19	19	0	0	3/8	3	1	i}					c	i		i		i						}	m	1	1	0, -3, 1		0	0	4	11	0.26666666666666666	0.1875	0.625	0.23076923076923078
19	19	3/16	3/16	3/8	3	1	III.V2					c	III		V2		V		2					Mm7	1	0	-4, -2, 2, -1		-2	-4	3	3	0.5	0.1875	0.1875	0.5
19	19	5/16	5/16	3/8	3	1	viio6					c	III		viio6		vii	o	6					o	1	0	-1, -4, 2		2	-1	0	3	0.0	0.0	0.1875	0.0
20	20	0	0	3/8	3	1	I{					c	III		I		I						{	M	1	0	-3, 1, -2		-3	-3	4	11	0.26666666666666666	0.375	1.75	0.17647058823529413
21	21	1/8	1/8	3/8	3	1	vi					c	III		vi		vi							m	1	0	0, -3, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
22	22	0	0	3/8	3	1	ii6					c	III		ii6		ii		6					m	1	0	-4, 0, -1		-1	-4	0	7	0.0	0.0	0.625	0.0
22	22	1/8	1/8	3/8	3	1	V(64)					c	III		V(64)		V			64				M	1	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.5	0.0
22	22	1/4	1/4	3/8	3	1	V2					c	III		V2		V		2					Mm7	1	0	-4, -2, 2, -1		-2	-4	0	5	0.0	0.0	0.625	0.0
23	23	0	0	3/8	3	1	I6					c	III		I6		I		6					M	1	0	1, -2, -3		-3	1	0	7	0.0	0.0	0.875	0.0
23	23	1/8	1/8	3/8	3	1	vi(4)					c	III		vi(4)		vi			4				m	1	0	0, -1, 1		0	0	0	4	0.0	0.0	0.625	0.0
23	23	1/4	1/4	3/8	3	1	vi					c	III		vi		vi							m	1	0	0, -3, 1		0	0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
24	24	0	0	3/8	3	1	ii6					c	III		ii6		ii		6					m	1	0	-4, 0, -1		-1	-4	0	7	0.0	0.0	0.625	0.0
24	24	1/8	1/8	3/8	3	1	V(64)					c	III		V(64)		V			64				M	1	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.5	0.0
24	24	1/4	1/4	3/8	3	1	V7					c	III		V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.625	0.0
25	25	0	0	3/8	3	1	I}					c	III		I		I						}	M	1	0	-3, 1, -2		-3	-3	3	18	0.14285714285714285	0.125	2.75	0.043478260869565216
27	27	0	0	3/8	3	1	iv.viio7	0	-5.37262		/	c	iv		viio7		vii	o	7					o7	1	1	-3, -6, -9, -12		-3	-3	6	0	1.0	1.75	0.0	1.0
28	28	0	0	3/8	3	1	i	0.15119	-5.52381		/	c	iv		i		i							m	1	1	-1, -4, 0		-1	-1	1	5	0.16666666666666666	0.0625	0.4375	0.125
28	28	1/8	1/8	3/8	3	1	viio6					c	iv		viio6		vii	o	6					o	1	1	-6, -9, -3		-3	-6	5	0	1.0	0.625	0.0	1.0
28	28	1/4	1/4	3/8	3	1	i6					c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.375	0.0
29	29	0	0	3/8	3	1	iv	0.15119	-5.947		/	c	iv		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	5	0.0	0.0	0.75	0.0
29	29	1/8	1/8	3/8	3	1	V(64)					c	iv		V(64)		V			64				M	1	1	0, -1, -4		0	0	0	4	0.0	0.0	0.5	0.0
29	29	1/4	1/4	3/8	3	1	V7	0.453571	-5.33174		/	c	iv		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.625	0.0
30	30	0	0	3/8	3	1	i	0.15119	-6.43095		/	c	iv		i		i							m	1	1	-1, -4, 0		-1	-1	0	6	0.0	0.0	0.75	0.0
30	30	1/8	1/8	3/8	3	1	viio6	-0.15119	-6.28773		/	c	iv		viio6		vii	o	6					o	1	1	-6, -9, -3		-3	-6	5	0	1.0	0.5	0.0	1.0
30	30	1/4	1/4	3/8	3	1	i6	0.15119	-6.58707		/	c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.5	0.0
31	31	0	0	3/8	3	1	iv	0.604762	-6.62513		/	c	iv		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	4	0.0	0.0	0.625	0.0
31	31	1/8	1/8	3/8	3	1	V(64)	-0.15119	-6.09628		/	c	iv		V(64)		V			64				M	1	1	0, -1, -4		0	0	0	5	0.0	0.0	0.75	0.0
31	31	1/4	1/4	3/8	3	1	V7	0.604762	-6.46098		/	c	iv		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.625	0.0
32	32	0	0	3/8	3	1	i}{					c	iv		i		i						}{	m	1	1	-1, -4, 0		-1	-1	2	10	0.16666666666666666	0.1875	2.0625	0.08333333333333333
33	33	1/8	1/8	3/8	3	1	VI	0	-5.07024		/	c	iv		VI		VI							M	1	1	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.125	0.375	0.25
34	34	0	0	3/8	3	1	iio6	-0.15119	-5.10387		/	c	iv		iio6		ii	o	6					o	1	1	-2, -5, 1		1	-2	0	5	0.0	0.0	0.5	0.0
34	34	1/8	1/8	3/8	3	1	V(64)	-0.15119	-5.18639		/	c	iv		V(64)		V			64				M	1	1	0, -1, -4		0	0	0	3	0.0	0.0	0.375	0.0
34	34	1/4	1/4	3/8	3	1	V2	-0.15119	-4.91905		/	c	iv		V2		V		2					Mm7	1	1	-2, 0, 4, 1		0	-2	0	3	0.0	0.0	0.375	0.0
35	35	0	0	3/8	3	1	i6	0.302381	-5.36013		/	c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	5	0.0	0.0	1.0	0.0
35	35	1/8	1/8	3/8	3	1	VI(4)	-0.604762	-5.07024		/	c	iv		VI(4)		VI			4				M	1	1	-5, 1, -4		-5	-5	0	2	0.0	0.0	0.25	0.0
35	35	1/4	1/4	3/8	3	1	VI	0.302381	-4.61667		/	c	iv		VI		VI							M	1	1	-5, -1, -4		-5	-5	1	1	0.5	0.125	0.125	0.5
36	36	0	0	3/8	3	1	iio6					c	iv		iio6		ii	o	6					o	1	1	-2, -5, 1		1	-2	0	6	0.0	0.0	0.625	0.0
36	36	1/8	1/8	3/8	3	1	V(64)					c	iv		V(64)		V			64				M	1	1	0, -1, -4		0	0	1	4	0.2	0.125	0.5	0.2
36	36	1/4	1/4	3/8	3	1	V7					c	iv		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.625	0.0
37	37	0	0	3/8	3	1	i	0	-5.37262		/	c	iv		i		i							m	1	1	-1, -4, 0		-1	-1	0	5	0.0	0.0	0.5	0.0
37	37	1/8	1/8	3/8	3	1	viio6					c	iv		viio6		vii	o	6					o	1	1	-6, -9, -3		-3	-6	5	0	1.0	0.5	0.0	1.0
37	37	1/4	1/4	3/8	3	1	i6					c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	6	0.0	0.0	0.5	0.0
38	38	0	0	3/8	3	1	iv	0.15119	-4.49618		/	c	iv		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	5	0.0	0.0	0.75	0.0
38	38	1/8	1/8	3/8	3	1	V(64)					c	iv		V(64)		V			64				M	1	1	0, -1, -4		0	0	0	3	0.0	0.0	0.375	0.0
38	38	1/4	1/4	3/8	3	1	V7					c	iv		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
39	39	0	0	3/8	3	1	i}					c	iv		i		i						}	m	1	1	-1, -4, 0		-1	-1	4	13	0.23529411764705882	0.375	2.0	0.15789473684210525
41	41	1/8	1/8	3/8	3	1	VI					c	iv		VI		VI							M	1	1	-5, -1, -4		-5	-5	2	3	0.4	0.125	0.625	0.16666666666666666
42	42	0	0	3/8	3	1	iio6					c	iv		iio6		ii	o	6					o	1	1	-2, -5, 1		1	-2	0	7	0.0	0.0	0.625	0.0
42	42	1/8	1/8	3/8	3	1	V(64)					c	iv		V(64)		V			64				M	1	1	0, -1, -4		0	0	0	4	0.0	0.0	0.5	0.0
42	42	1/4	1/4	3/8	3	1	V2					c	iv		V2		V		2					Mm7	1	1	-2, 0, 4, 1		0	-2	0	5	0.0	0.0	0.625	0.0
43	43	0	0	3/8	3	1	i6	0	-7.68034		/	c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	7	0.0	0.0	0.875	0.0
43	43	1/8	1/8	3/8	3	1	VI(4)	0.15119	-7.39137		/	c	iv		VI(4)		VI			4				M	1	1	-5, 1, -4		-5	-5	0	4	0.0	0.0	0.625	0.0
43	43	1/4	1/4	3/8	3	1	VI	0.15119	-7.08499		/	c	iv		VI		VI							M	1	1	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
44	44	0	0	3/8	3	1	iio6					c	iv		iio6		ii	o	6					o	1	1	-2, -5, 1		1	-2	0	8	0.0	0.0	0.75	0.0
44	44	1/8	1/8	3/8	3	1	V(64)					c	iv		V(64)		V			64				M	1	1	0, -1, -4		0	0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
44	44	1/4	1/4	3/8	3	1	V7	0.453571	-7.0623		/	c	iv		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	6	0.0	0.0	0.75	0.0
